date,adj_close,adj_factor,adj_high,adj_low,adj_open,adj_volume,close,ex_dividend,high,low,open,split_ratio,volume
2018-08-13,42.75,1,43.91,41.18,42.26,22936755.0,42.75,0.0,43.91,41.18,42.26,1.0,22936755.0
2018-06-30,42.3,1,42.69,38.54,40.3533555327869,61480904.0,42.3,0.38,42.69,38.54,40.75,1.0,61480904.0
2018-03-31,40.3533555327869,1,42.9786426719249,37.456740384318,42.9492186810496,74213102.0,40.75,0.38,43.82,37.97,43.79,1.0,74213102.0
2017-12-31,42.870754705382,1,44.4059859913347,42.022229074622,42.7130320994653,57482097.0,43.71,0.36,45.64,42.9,43.9,1.0,57482097.0
2017-09-30,42.6741136191924,1,45.456784958702,40.4175686157175,41.6531666054027,63643054.0,43.86,0.36,46.72,41.87,43.15,1.0,63643054.0
2017-06-30,41.4794106381032,1,43.4389918248696,40.4926163488371,42.4263063021386,81979148.0,42.97,0.36,45.12,42.19,44.32,1.0,81979148.0
2017-03-31,42.4550244697619,1,44.8529914663065,41.0095433660563,43.3884880803199,62623304.0,44.35,0.36,46.855,42.84,45.69,1.0,62623304.0
2016-12-31,43.1605774403707,1,43.2887771753421,37.6622332515974,43.0400285751725,93949185.0,45.45,0.33,45.69,39.66,45.69,1.0,93949185.0
2016-09-30,43.2472688090648,1,45.1312709353582,40.6267614071037,41.5337339862727,80091945.0,45.91,0.33,47.91,43.2172,44.42,1.0,80091945.0
2016-06-30,41.2906279341243,1,41.2906279341243,36.5604818391023,38.6374414466637,72021661.0,44.16,0.33,44.16,39.14,41.65,1.0,72021661.0
2016-03-31,38.7951452893032,1,38.9157423454392,32.1479508924716,36.2848047390865,83196565.0,41.82,0.33,41.95,34.97,39.47,1.0,83196565.0
2015-12-31,36.7996132177763,1,37.3971587733985,32.7340744532212,33.9285490363331,74845284.0,40.03,0.3,40.83,35.88,37.21,1.0,74845284.0
2015-09-30,33.755304631149,1,36.800758911755,31.6490173891729,33.5220001130924,84503281.0,37.02,0.3,40.43,34.71,37.04,1.0,84503281.0
2015-06-30,33.4224477369466,1,35.6039293368656,33.0513888804032,35.3283057065754,73842648.0,36.93,0.3,39.657,36.52,39.35,1.0,73842648.0
2015-03-31,35.3372836749888,1,37.1059434524209,32.8503864244878,33.2697395934895,82612674.0,39.36,0.28,41.55,36.59,37.33,1.0,82612674.0
2014-12-31,33.1093175970569,1,34.3392195697067,27.9793399271566,28.1474637281104,85277629.0,37.15,0.26,38.53,31.62,31.81,1.0,85277629.0
2014-09-30,28.1563123492132,1,30.8551417855772,27.8820050950254,28.3429788689291,58788014.0,31.82,0.26,34.87,31.51,32.28,1.0,58788014.0
2014-06-30,28.3341985161197,1,28.7644358037831,25.2072953718516,26.1215496081364,71676400.0,32.27,0.26,32.76,28.95,30.0,1.0,71676400.0
2014-03-31,26.313107638596,1,27.2360690580835,22.0282160318664,22.356222383438,95306200.0,30.22,0.26,31.28,25.52,25.9,1.0,95306200.0
2013-12-31,22.364854129532,1,25.3371556025702,21.389466820911,23.8487474071458,68206600.0,25.91,0.24,29.62,24.78,27.88,1.0,68206600.0
2013-09-30,23.9000718276777,1,26.9427350768901,23.057495923946,25.7126668822588,59351600.0,27.94,0.24,31.76,26.955,30.31,1.0,59351600.0
