date,adj_close,adj_factor,adj_high,adj_low,adj_open,adj_volume,close,ex_dividend,high,low,open,split_ratio,volume
2018-08-10,5.77,1,6.0,5.54,5.58,18102053.0,5.77,0.0,6.0,5.54,5.58,1.0,18102053.0
2018-06-30,5.57,1,5.69765625,5.04510416666667,5.10354166666667,43967760.0,5.57,0.15,5.85,5.18,5.24,1.0,43967760.0
2018-03-31,5.08418039895924,1,5.54295717221615,4.96497360383121,5.43873062709755,60238439.0,5.22,0.15,5.85,5.19,5.74,1.0,60238439.0
2017-12-31,5.36292950337494,1,5.72598876417284,5.30607866058298,5.62439864093751,62188890.0,5.66,0.15,6.2,5.6,6.09,1.0,62188890.0
2017-09-30,5.64286957243484,1,5.833396325392,5.12618148130973,5.77483713448073,50064891.0,6.11,0.15,6.475,5.69,6.41,1.0,50064891.0
2017-06-30,5.75681892189265,1,5.9980204177112,5.43914397380121,5.76478851592199,53556893.0,6.39,0.15,6.815,6.18,6.55,1.0,53556893.0
2017-03-31,5.77358971976309,1,5.7823909236042,5.00778056452467,5.02970491930111,64086421.0,6.56,0.15,6.58,5.8245,5.85,1.0,64086421.0
2016-12-31,5.03830270548795,1,5.24038620892078,4.73730913286438,4.82953993014139,99790586.0,5.86,0.15,6.25,5.65,5.76,1.0,99790586.0
2016-09-30,4.86307840187848,1,5.12550714483633,4.43066167863045,4.51240820406644,67780098.0,5.8,0.15,6.27,5.42,5.52,1.0,67780098.0
2016-06-30,4.52875750915364,1,4.70812409168434,3.96681142063187,4.3532403661805,67794031.0,5.54,0.2,5.97,5.03,5.52,1.0,67794031.0
2016-03-31,4.37689928121409,1,4.47942124635964,3.24291433981245,3.92803708766015,92798662.0,5.55,0.2,5.7,4.26,5.16,1.0,92798662.0
2015-12-31,3.97371193751666,1,4.6856076479071,3.50498498568034,4.06959553776692,111092510.0,5.22,0.2,6.3901,4.78,5.55,1.0,111092510.0
2015-09-30,4.01093470118649,1,5.17577131328349,3.93027605088841,5.1260725489584,110735957.0,5.47,0.2,7.29,5.36,7.22,1.0,110735957.0
2015-06-30,5.02667502030824,1,5.55269058766262,4.93437731513309,5.32449782378607,79826360.0,7.08,0.2,8.03,6.95,7.7,1.0,79826360.0
2015-03-31,5.30721049318936,1,5.38673221393422,4.71521446702448,5.00486335571312,115568991.0,7.675,0.2,7.92,7.0,7.43,1.0,115568991.0
2014-12-31,4.99812733504595,1,5.53154735004138,4.45669691709495,5.37425216473214,144663072.0,7.42,0.2,8.44,6.8,8.2,1.0,144663072.0
2014-09-30,5.35459026656849,1,5.68033887687709,5.32837440235029,5.5138351442967,118929273.0,8.17,0.2,8.87,8.13,8.61,1.0,118929273.0
2014-06-30,5.5138351442967,1,5.53304711344059,4.89771176175192,5.19795462837273,186889400.0,8.61,0.2,8.64,7.83,8.31,1.0,186889400.0
2014-03-31,5.19795462837273,1,5.62599407815122,4.95405124579874,5.1800683803173,212936500.0,8.31,0.2,9.21,8.11,8.48,1.0,212936500.0
2013-12-31,5.1770140947157,1,5.40160729539709,4.80474461082282,4.87636813297173,98903300.0,8.475,0.2,9.05,8.05,8.17,1.0,98903300.0
2013-09-30,4.86502774196482,1,4.96589753565787,4.48770519660485,4.5051897623059,112961100.0,8.151,0.2,8.515,7.7,7.73,1.0,112961100.0
2013-06-30,4.51101795087292,1,5.07101092901016,4.24292127679004,4.75265149848934,169374600.0,7.74,0.2,8.92,7.28,8.36,1.0,169374600.0
2013-03-31,4.75265149848934,1,5.04122291211933,4.5026781737101,4.75251851627108,111531800.0,8.36,0.2,9.08,8.11,8.56,1.0,111531800.0
2012-12-31,4.64147836402176,1,4.76917453910848,3.90746055568628,4.29766466110849,97464500.0,8.36,0.2,8.59,7.21,7.93,1.0,97464500.0
2012-09-30,4.2705671537875,1,4.52528372260478,3.98231251069179,4.05106425390426,96576500.0,7.88,0.2,8.35,7.53,7.66,1.0,96576500.0
2012-06-30,4.05635284953599,1,4.12069742972202,3.37382102058491,3.72923117389843,110034800.0,7.67,0.2,8.0,6.55,7.24,1.0,110034800.0
2012-03-31,3.69317507138836,1,4.0427136548046,3.26122253937769,3.3263467989966,133278100.0,7.17,0.2,8.07,6.51,6.64,1.0,133278100.0
2011-12-31,3.22615563035212,1,4.13457532096709,2.98855227391175,3.59194232297722,153080500.0,6.44,0.28,8.61,5.9657,7.48,1.0,153080500.0
2011-09-30,3.60874953972912,1,4.950354436513,3.40249713382865,4.73188809048848,157536000.0,7.515,0.28,10.65,7.17,10.18,1.0,157536000.0
2011-06-30,4.74583275087303,1,5.56176201767531,4.45764310292579,5.49388046335055,91022200.0,10.21,0.28,12.29,9.59,12.14,1.0,91022200.0
2011-03-31,5.45993968618817,1,5.50305574789846,4.92006749852238,4.93331723146274,95665000.0,12.065,0.28,12.46,11.1,11.17,1.0,95665000.0
2010-12-31,4.88915145499486,1,5.03489851733888,4.38726867256892,4.47777225029382,95874300.0,11.07,0.28,11.64,10.18,10.39,1.0,95874300.0
2010-09-30,4.4088171434558,1,4.52517888624496,3.73275657370748,3.92149145664775,104262100.0,10.23,0.28,10.75,8.9,9.35,1.0,104262100.0
2010-06-30,3.91310323962818,1,5.5916238427071,3.83530663864278,5.22810702605193,150229800.0,9.33,0.28,13.69,9.32,12.8,1.0,150229800.0
2010-03-31,5.1995158157532,1,5.26895161219296,3.80998299523534,3.80998299523534,111251900.0,12.73,0.28,12.9,9.54,9.54,1.0,111251900.0
2009-12-31,3.80998299523534,1,4.06168365059703,3.35952057441932,3.70478308149012,108804800.0,9.54,0.28,10.47,8.66,9.55,1.0,108804800.0
2009-09-30,3.70478308149012,1,4.08883912868125,1.92112063759845,2.29477671445945,153416500.0,9.55,0.28,10.54,5.09,6.08,1.0,153416500.0
2009-06-30,2.26080798019936,1,2.62791656051767,1.1961551240977,1.21790339908129,117663000.0,5.99,0.26,7.25,3.3,3.36,1.0,117663000.0
2009-03-31,1.26139994904848,1,3.21570362522259,0.721317786955886,3.01250470005807,162921400.0,3.48,0.26,9.97,1.99,9.34,1.0,162921400.0
2008-12-31,3.00282856076453,1,5.11203389532495,1.56708181910259,5.06639073554526,101739100.0,9.31,0.52,16.8,5.15,16.65,1.0,101739100.0
2008-09-30,5.18810582829109,1,6.17399807953233,3.73602110697199,4.10785259155214,89811000.0,17.05,0.52,20.29,12.66,13.92,1.0,89811000.0
