date,adj_close,adj_factor,adj_high,adj_low,adj_open,adj_volume,close,ex_dividend,high,low,open,split_ratio,volume
2018-08-13,35.96,1,40.75,23.6055,23.81,7778269.0,35.96,0.0,40.75,23.6055,23.81,1.0,7778269.0
2018-06-30,23.71,1,28.88,17.74,25.55,18815526.0,23.71,0.0,28.88,17.74,25.55,1.0,18815526.0
2018-03-31,25.61,1,33.9851,15.23,17.53,23236940.0,25.61,0.0,33.9851,15.23,17.53,1.0,23236940.0
2017-12-31,17.36,1,30.2,15.2,27.96,20434703.0,17.36,0.0,30.2,15.2,27.96,1.0,20434703.0
2017-09-30,27.67,1,31.23,8.1,8.13,32321949.0,27.67,0.0,31.23,8.1,8.13,1.0,32321949.0
