date,adj_close,adj_factor,adj_high,adj_low,adj_open,adj_volume,close,ex_dividend,high,low,open,split_ratio,volume
2018-08-13,23.49,1,25.42,21.64,23.01,423321.0,23.49,0.0,25.42,21.64,23.01,1.0,423321.0
2018-06-30,23.02,1,31.526705948878,22.48,29.1869881488984,1139006.0,23.02,0.23284,31.8,22.48,29.44,1.0,1139006.0
2018-03-31,28.9887069794086,1,30.5650422768525,26.9067546997657,29.6526697502443,1513437.0,29.24,0.23458,30.8694,27.14,30.15,1.0,1513437.0
2017-12-31,28.7970205733716,1,30.5574941671672,24.1647129606468,26.8838180449532,1444918.0,29.28,0.19746,31.07,24.57,27.52,1.0,1444918.0
2017-09-30,26.9033557034161,1,28.9059656958636,23.9014291682069,24.4686638969453,2201648.0,27.54,0.201906,29.59,24.65,25.235,1.0,2201648.0
2017-06-30,24.62865317941,1,25.6289803990167,21.6942007506692,22.4734602898285,1651640.0,25.4,0.187521,26.64,22.55,23.36,1.0,1651640.0
2017-03-31,22.5023217542418,1,24.031979368147,20.578224126688,21.1415448730823,1147596.0,23.39,0.194955,24.98,21.39,22.1657,1.0,1147596.0
2016-12-31,21.4317848431658,1,23.9116531383252,20.1441609206792,21.5297034391585,961484.0,22.47,0.172211,25.07,21.12,22.74,1.0,961484.0
2016-09-30,21.397154693271,1,23.1662393255898,19.5747200794959,20.0072066902821,1319333.0,22.6,0.168533,24.64,20.82,21.28,1.0,1319333.0
2016-06-30,19.9319916275366,1,20.0542161044979,17.1223244661198,17.5979445901787,1242127.0,21.2,0.163472,21.33,18.36,18.87,1.0,1242127.0
2016-03-31,17.784462285888,1,18.4839036447981,13.2520822801504,15.9525359605304,2469525.0,19.07,0.157666,19.82,14.21,17.29,1.0,2469525.0
2015-12-31,16.0632533876711,1,22.0144762520072,15.2790049454241,18.7962000485692,2605964.0,17.41,0.142917,24.01,16.56,20.5,1.0,2605964.0
2015-09-30,19.025422000381,1,21.7669165440504,14.8765398551081,18.015626246553,2684701.0,20.75,0.143022,23.74,16.35,19.8,1.0,2684701.0
2015-06-30,18.1430094624377,1,19.5260272349003,13.8373078409325,13.8373078409325,4716347.0,19.94,0.157317,21.46,15.32,15.32,1.0,4716347.0
2015-03-31,13.593438838514,1,16.0501932332487,13.4308595035683,15.2217831255947,1860682.0,15.05,0.09468,17.77,14.87,16.95,1.0,1860682.0
2014-12-31,15.2666851407144,1,17.7630945701173,15.1023437653761,16.9787732845326,2842734.0,17.0,0.146592,19.93,16.817,19.05,1.0,2842734.0
2014-09-30,17.0768134452307,1,20.3259912481852,16.2122774827112,20.2109050608044,2319782.0,19.16,0.138504,22.96,18.19,22.83,1.0,2319782.0
2014-06-30,20.0427021715555,1,22.6383120667931,18.6293527260328,18.6293527260328,2257300.0,22.64,0.164301,25.75,21.19,21.19,1.0,2257300.0
2014-03-31,18.6381443035345,1,24.6837585411678,17.3633655657927,24.3779420636666,2496800.0,21.2,0.157242,28.25,19.75,27.9,1.0,2496800.0
2013-12-31,24.6750209275249,1,30.2125243263126,23.1634137673048,27.5923081898142,1452800.0,28.24,0.601535,35.86,26.51,32.75,1.0,1452800.0
2013-09-30,27.6849846448029,1,29.9513452258899,24.2222552811346,29.0667063373615,1181500.0,32.86,0.0,35.55,28.75,34.5,1.0,1181500.0
2013-06-30,28.9656047501011,1,34.5872390439218,27.3479793539349,33.0859703947731,1482800.0,34.38,0.27,41.7,32.46,39.89,1.0,1482800.0
2013-03-31,33.1772077159921,1,35.0268370461587,31.3109897819676,31.7091162745595,801100.0,40.0,0.0,42.23,37.75,38.23,1.0,801100.0
2012-12-31,31.4934644244055,1,32.3394832211633,27.6132631494805,27.8321586588862,2965700.0,37.97,0.38,39.85,34.06,34.33,1.0,2965700.0
2012-09-30,27.8321586588862,1,29.4373923945284,24.8081577326513,26.2674611286896,1120500.0,34.33,0.0,36.31,30.6,32.4,1.0,1120500.0
2012-06-30,26.1863887177986,1,28.0852734949427,23.2981072450665,26.9395852843841,696900.0,32.3,0.481361,35.3,29.04,33.86,1.0,696900.0
2012-03-31,26.7565934174199,1,27.5522102303078,20.7054182620157,20.7054182620157,1255900.0,33.63,0.09,34.63,26.21,26.21,1.0,1255900.0
2011-12-31,20.5632215704033,1,23.2886581596423,18.524221609425,19.0732036215587,1014700.0,26.03,0.104791,29.48,23.62,24.32,1.0,1014700.0
2011-09-30,19.2143704246788,1,23.1356705113479,16.4694603640104,21.6166870459416,1156100.0,24.5,0.57,30.17,21.0,29.01,1.0,1156100.0
2011-06-30,21.4974636771946,1,22.0339688365561,20.3797445951914,21.7418506084033,1163700.0,28.85,0.182492,29.75,27.35,29.5,1.0,1163700.0
2011-03-31,21.564967755996,1,22.9830124523905,18.5653293839214,22.2293511080428,1766600.0,29.26,0.119476,31.41,25.19,30.38,1.0,1766600.0
2010-12-31,22.0976433002927,1,23.2317938670296,20.5908226013177,20.7579323119142,1669000.0,30.2,0.206278,31.75,28.34,28.57,1.0,1669000.0
2010-09-30,20.8160574286434,1,20.9613702204663,15.894695863542,16.298370679124,2477900.0,28.65,0.104673,28.85,22.05,22.61,1.0,2477900.0
2010-06-30,16.1542011021304,1,17.105720310288,13.3403519816791,13.8324649255928,1018100.0,22.41,0.587165,23.73,19.22,20.42,1.0,1018100.0
