date,adj_close,adj_factor,adj_high,adj_low,adj_open,adj_volume,close,ex_dividend,high,low,open,split_ratio,volume
2016-12-30,3.06,1,6.45,3.04,6.07,2406959.0,3.06,0.0,6.45,3.04,6.07,1.0,2406959.0
2016-09-30,6.07,1,6.3801,5.79,6.19,1038624.0,6.07,0.0,6.3801,5.79,6.19,1.0,1038624.0
2016-06-30,6.08,1,6.57,4.61,4.91,2244815.0,6.08,0.0,6.57,4.61,4.91,1.0,2244815.0
2016-03-31,4.85,1,5.24,3.25,4.32,1702404.0,4.85,0.0,5.24,3.25,4.32,1.0,1702404.0
2015-12-31,4.36,1,8.05,4.12,5.94,4132801.0,4.36,0.0,8.05,4.12,5.94,1.0,4132801.0
2015-09-30,6.06,1,7.5,5.4,6.76,2177940.0,6.06,0.0,7.5,5.4,6.76,1.0,2177940.0
2015-06-30,6.74,1,8.24,6.57,7.45,3371622.0,6.74,0.0,8.24,6.57,7.45,1.0,3371622.0
2015-03-31,7.52,1,11.43,7.11,11.39,5028862.0,7.52,0.0,11.43,7.11,11.39,1.0,5028862.0
2014-12-31,11.21,1,15.19,10.8,15.16,6187994.0,11.21,0.0,15.19,10.8,15.16,1.0,6187994.0
2014-09-30,15.13,1,15.69,12.25,14.66,3503277.0,15.13,0.0,15.69,12.25,14.66,1.0,3503277.0
2014-06-30,14.54,1,16.76,13.6701,16.44,3678400.0,14.54,0.0,16.76,13.6701,16.44,1.0,3678400.0
2014-03-31,16.3,1,17.84,13.91,14.17,7676500.0,16.3,0.0,17.84,13.91,14.17,1.0,7676500.0
2013-12-31,14.52,1,16.5,12.9,16.3,9208200.0,14.52,0.0,16.5,12.9,16.3,1.0,9208200.0
2013-09-30,16.96,1,17.74,15.52,16.81,3777800.0,16.96,0.0,17.74,15.52,16.81,1.0,3777800.0
2013-06-30,16.78,1,18.06,12.44,14.62,11458400.0,16.78,0.0,18.06,12.44,14.62,1.0,11458400.0
2013-03-31,14.66,1,15.0,11.55,12.12,13659500.0,14.66,0.0,15.0,11.55,12.12,1.0,13659500.0
2012-12-31,11.95,1,13.63,11.21,13.19,6040500.0,11.95,0.0,13.63,11.21,13.19,1.0,6040500.0
2012-09-30,13.2327,1,16.29,11.8,14.31,7839400.0,13.2327,0.0,16.29,11.8,14.31,1.0,7839400.0
2012-06-30,14.31,1,18.7955291785582,13.13,16.7943350488996,11937900.0,14.31,0.3186,19.16,13.13,17.12,1.0,11937900.0
2012-03-31,17.0003403269527,1,19.070202882629,13.1450986948163,13.6061581266494,15528700.0,17.33,0.0,19.44,13.4,13.87,1.0,15528700.0
2011-12-31,12.4584144346393,1,17.0690087529704,10.9673286125407,13.7042558781032,17263900.0,12.7,0.0,17.4,11.18,13.97,1.0,17263900.0
2011-09-30,14.2437935110994,1,34.7364137898093,14.1849348602271,34.2655445828308,33145500.0,14.52,0.0,35.41,14.46,34.93,1.0,33145500.0
2011-06-30,33.4709527960546,1,42.4358632524455,31.342231589506,41.5096461925926,14469800.0,34.12,1.43532,44.9,31.95,43.92,1.0,14469800.0
2011-03-31,41.4718414146394,1,42.4925704193753,34.7614933279498,34.8182004948796,16675000.0,43.88,0.0,44.96,36.78,36.84,1.0,16675000.0
2010-12-31,35.1584434964582,1,36.7462441704918,26.5862100955744,28.4197418263037,23965000.0,37.2,0.0,38.88,28.13,30.07,1.0,23965000.0
2010-09-30,28.1456571861432,1,31.7560134806719,22.4938428821426,24.3462770018485,31212700.0,29.78,0.0,33.6,23.8,25.76,1.0,31212700.0
2010-06-30,22.5221964656075,1,36.6454768410645,21.1895780427579,34.9900343554312,42664400.0,23.83,0.15036,38.96,22.42,37.2,1.0,42664400.0
2010-03-31,33.5603340269297,1,34.51973819474,25.1138149809143,32.6103357823334,26932400.0,35.68,0.0,36.7,26.7,34.67,1.0,26932400.0
